TARIH;URUN_ID;URUN_GRUBU;SATIS_ADET;STOK_DISI_SURE;
5.06.2018;SKU0016;8; 12.030 ;12;
6.06.2018;SKU0016;8; 7.781 ;NULL;
7.06.2018;SKU0016;8; 17.544 ;NULL;
8.06.2018;SKU0016;8; 33.524 ;NULL;
10.06.2018;SKU0016;8; 2.696 ;165;
11.06.2018;SKU0016;8; 18.062 ;387;
12.06.2018;SKU0016;8; 27.902 ;NULL;
13.06.2018;SKU0016;8; 38.345 ;NULL;
14.06.2018;SKU0016;8; 28.728 ;NULL;
15.06.2018;SKU0016;8; 3.168 ;NULL;
16.06.2018;SKU0016;8; 4.143 ;NULL;
17.06.2018;SKU0016;8; 2.496 ;NULL;
18.06.2018;SKU0016;8; 16.228 ;NULL;
19.06.2018;SKU0016;8; 9.292 ;NULL;
20.06.2018;SKU0016;8; 10.806 ;NULL;
21.06.2018;SKU0016;8; 8.879 ;NULL;
22.06.2018;SKU0016;8; 8.513 ;NULL;
23.06.2018;SKU0016;8; 3.365 ;NULL;
24.06.2018;SKU0016;8; 1.408 ;NULL;
25.06.2018;SKU0016;8; 12.804 ;NULL;
26.06.2018;SKU0016;8; 6.670 ;NULL;
27.06.2018;SKU0016;8; 6.378 ;NULL;
28.06.2018;SKU0016;8; 6.936 ;NULL;
29.06.2018;SKU0016;8; 5.394 ;NULL;
30.06.2018;SKU0016;8; 3.131 ;NULL;
1.07.2018;SKU0016;8; 6.034 ;NULL;
2.07.2018;SKU0016;8; 11.452 ;NULL;
3.07.2018;SKU0016;8; 10.154 ;NULL;
4.07.2018;SKU0016;8; 10.745 ;NULL;
5.07.2018;SKU0016;8; 15.272 ;NULL;
6.07.2018;SKU0016;8; 12.074 ;NULL;
7.07.2018;SKU0016;8; 8.460 ;NULL;
8.07.2018;SKU0016;8; 1.826 ;NULL;
9.07.2018;SKU0016;8; 10.742 ;NULL;
10.07.2018;SKU0016;8; 7.384 ;NULL;
11.07.2018;SKU0016;8; 8.955 ;NULL;
12.07.2018;SKU0016;8; 11.123 ;NULL;
13.07.2018;SKU0016;8; 9.578 ;NULL;
14.07.2018;SKU0016;8; 3.220 ;NULL;
15.07.2018;SKU0016;8; 7.355 ;NULL;
16.07.2018;SKU0016;8; 17.362 ;NULL;
17.07.2018;SKU0016;8; 13.130 ;NULL;
18.07.2018;SKU0016;8; 16.924 ;NULL;
19.07.2018;SKU0016;8; 11.417 ;NULL;
20.07.2018;SKU0016;8; 22.654 ;NULL;
21.07.2018;SKU0016;8; 8.763 ;NULL;
22.07.2018;SKU0016;8; 4.199 ;NULL;
23.07.2018;SKU0016;8; 19.666 ;3;
24.07.2018;SKU0016;8; 10.400 ;NULL;
25.07.2018;SKU0016;8; 15.708 ;2;
26.07.2018;SKU0016;8; 16.480 ;NULL;
27.07.2018;SKU0016;8; 9.227 ;NULL;
28.07.2018;SKU0016;8; 6.480 ;NULL;
29.07.2018;SKU0016;8; 1.038 ;NULL;
30.07.2018;SKU0016;8; 6.736 ;NULL;
31.07.2018;SKU0016;8; 6.190 ;NULL;
1.08.2018;SKU0016;8; 12.448 ;NULL;
2.08.2018;SKU0016;8; 8.313 ;NULL;
3.08.2018;SKU0016;8; 14.939 ;NULL;
4.08.2018;SKU0016;8; 12.188 ;NULL;
5.08.2018;SKU0016;8; 4.156 ;NULL;
6.08.2018;SKU0016;8; 11.518 ;NULL;
7.08.2018;SKU0016;8; 6.477 ;NULL;
8.08.2018;SKU0016;8; 8.700 ;NULL;
9.08.2018;SKU0016;8; 7.157 ;NULL;
10.08.2018;SKU0016;8; 11.678 ;NULL;
11.08.2018;SKU0016;8; 7.008 ;NULL;
12.08.2018;SKU0016;8; 3.044 ;NULL;
13.08.2018;SKU0016;8; 13.185 ;NULL;
14.08.2018;SKU0016;8; 8.867 ;NULL;
15.08.2018;SKU0016;8; 18.861 ;NULL;
16.08.2018;SKU0016;8; 39.069 ;NULL;
17.08.2018;SKU0016;8; 38.759 ;NULL;
18.08.2018;SKU0016;8; 48.132 ;NULL;
19.08.2018;SKU0016;8; 22.050 ;NULL;
21.08.2018;SKU0016;8; 5.404 ;NULL;
22.08.2018;SKU0016;8; 3.695 ;NULL;
23.08.2018;SKU0016;8; 2.514 ;NULL;
24.08.2018;SKU0016;8; 3.951 ;NULL;
25.08.2018;SKU0016;8; 4.784 ;27;
26.08.2018;SKU0016;8; 2.562 ;NULL;
27.08.2018;SKU0016;8; 27.270 ;NULL;
28.08.2018;SKU0016;8; 9.374 ;467;
29.08.2018;SKU0016;8; 6.134 ;NULL;
30.08.2018;SKU0016;8; 3.450 ;NULL;
31.08.2018;SKU0016;8; 9.916 ;NULL;
1.09.2018;SKU0016;8; 8.658 ;NULL;
2.09.2018;SKU0016;8; 2.759 ;NULL;
3.09.2018;SKU0016;8; 15.452 ;NULL;
4.09.2018;SKU0016;8; 11.187 ;NULL;
5.09.2018;SKU0016;8; 15.599 ;NULL;
6.09.2018;SKU0016;8; 8.794 ;NULL;
7.09.2018;SKU0016;8; 9.998 ;NULL;
8.09.2018;SKU0016;8; 3.989 ;NULL;
9.09.2018;SKU0016;8; 1.911 ;NULL;
10.09.2018;SKU0016;8; 11.758 ;NULL;
11.09.2018;SKU0016;8; 8.900 ;NULL;
12.09.2018;SKU0016;8; 6.568 ;NULL;
13.09.2018;SKU0016;8; 10.476 ;NULL;
14.09.2018;SKU0016;8; 18.027 ;NULL;
15.09.2018;SKU0016;8; 17.306 ;NULL;
16.09.2018;SKU0016;8; 6.346 ;NULL;
17.09.2018;SKU0016;8; 27.434 ;NULL;
18.09.2018;SKU0016;8; 19.266 ;NULL;
19.09.2018;SKU0016;8; 11.892 ;NULL;
20.09.2018;SKU0016;8; 13.754 ;3;
21.09.2018;SKU0016;8; 20.804 ;NULL;
22.09.2018;SKU0016;8; 10.514 ;NULL;
23.09.2018;SKU0016;8; 4.013 ;NULL;
24.09.2018;SKU0016;8; 17.693 ;NULL;
25.09.2018;SKU0016;8; 19.695 ;NULL;
26.09.2018;SKU0016;8; 14.661 ;NULL;
27.09.2018;SKU0016;8; 15.005 ;NULL;
28.09.2018;SKU0016;8; 14.034 ;NULL;
29.09.2018;SKU0016;8; 3.731 ;NULL;
30.09.2018;SKU0016;8; 2.507 ;NULL;
1.10.2018;SKU0016;8; 16.811 ;NULL;
2.10.2018;SKU0016;8; 10.252 ;NULL;
3.10.2018;SKU0016;8; 14.098 ;NULL;
4.10.2018;SKU0016;8; 9.696 ;NULL;
5.10.2018;SKU0016;8; 26.624 ;NULL;
6.10.2018;SKU0016;8; 5.032 ;9;
7.10.2018;SKU0016;8; 1.625 ;NULL;
8.10.2018;SKU0016;8; 7.418 ;NULL;
9.10.2018;SKU0016;8; 7.052 ;NULL;
10.10.2018;SKU0016;8; 5.528 ;1;
11.10.2018;SKU0016;8; 8.219 ;NULL;
12.10.2018;SKU0016;8; 12.398 ;NULL;
13.10.2018;SKU0016;8; 5.128 ;NULL;
14.10.2018;SKU0016;8; 2.758 ;NULL;
15.10.2018;SKU0016;8; 25.168 ;NULL;
16.10.2018;SKU0016;8; 15.200 ;NULL;
17.10.2018;SKU0016;8; 19.799 ;NULL;
18.10.2018;SKU0016;8; 17.854 ;NULL;
19.10.2018;SKU0016;8; 14.656 ;NULL;
20.10.2018;SKU0016;8; 10.167 ;NULL;
21.10.2018;SKU0016;8; 8.662 ;NULL;
22.10.2018;SKU0016;8; 28.920 ;NULL;
23.10.2018;SKU0016;8; 15.184 ;NULL;
24.10.2018;SKU0016;8; 15.225 ;15;
25.10.2018;SKU0016;8; 14.710 ;NULL;
26.10.2018;SKU0016;8; 19.415 ;NULL;
27.10.2018;SKU0016;8; 7.030 ;8;
28.10.2018;SKU0016;8; 4.371 ;NULL;
29.10.2018;SKU0016;8; 4.500 ;NULL;
30.10.2018;SKU0016;8; 11.864 ;NULL;
31.10.2018;SKU0016;8; 8.325 ;NULL;
1.11.2018;SKU0016;8; 13.733 ;NULL;
2.11.2018;SKU0016;8; 12.672 ;12;
3.11.2018;SKU0016;8; 10.485 ;NULL;
4.11.2018;SKU0016;8; 9.855 ;NULL;
5.11.2018;SKU0016;8; 19.098 ;NULL;
6.11.2018;SKU0016;8; 6.292 ;NULL;
7.11.2018;SKU0016;8; 7.779 ;NULL;
8.11.2018;SKU0016;8; 5.676 ;NULL;
9.11.2018;SKU0016;8; 7.697 ;NULL;
10.11.2018;SKU0016;8; 8.186 ;NULL;
11.11.2018;SKU0016;8; 7.898 ;NULL;
12.11.2018;SKU0016;8; 18.030 ;NULL;
13.11.2018;SKU0016;8; 6.815 ;NULL;
14.11.2018;SKU0016;8; 8.258 ;NULL;
15.11.2018;SKU0016;8; 23.775 ;NULL;
16.11.2018;SKU0016;8; 21.471 ;NULL;
17.11.2018;SKU0016;8; 13.319 ;NULL;
18.11.2018;SKU0016;8; 6.021 ;NULL;
19.11.2018;SKU0016;8; 21.832 ;NULL;
20.11.2018;SKU0016;8; 19.660 ;NULL;
21.11.2018;SKU0016;8; 16.484 ;NULL;
22.11.2018;SKU0016;8; 17.325 ;NULL;
23.11.2018;SKU0016;8; 16.758 ;NULL;
24.11.2018;SKU0016;8; 9.988 ;NULL;
26.11.2018;SKU0016;8; 24.524 ;13;
27.11.2018;SKU0016;8; 12.540 ;NULL;
28.11.2018;SKU0016;8; 9.980 ;NULL;
29.11.2018;SKU0016;8; 7.359 ;NULL;
30.11.2018;SKU0016;8; 13.842 ;NULL;
1.12.2018;SKU0016;8; 9.542 ;43;
2.12.2018;SKU0016;8; 3.716 ;NULL;
3.12.2018;SKU0016;8; 18.806 ;NULL;
4.12.2018;SKU0016;8; 12.976 ;NULL;
5.12.2018;SKU0016;8; 17.877 ;NULL;
6.12.2018;SKU0016;8; 5.994 ;NULL;
7.12.2018;SKU0016;8; 10.038 ;NULL;
8.12.2018;SKU0016;8; 4.959 ;NULL;
9.12.2018;SKU0016;8; 713 ;NULL;
10.12.2018;SKU0016;8; 5.585 ;NULL;
11.12.2018;SKU0016;8; 7.410 ;NULL;
12.12.2018;SKU0016;8; 4.737 ;NULL;
13.12.2018;SKU0016;8; 12.129 ;NULL;
14.12.2018;SKU0016;8; 13.307 ;NULL;
15.12.2018;SKU0016;8; 14.981 ;NULL;
17.12.2018;SKU0016;8; 27.484 ;NULL;
18.12.2018;SKU0016;8; 16.205 ;15;
19.12.2018;SKU0016;8; 7.442 ;41;
20.12.2018;SKU0016;8; 15.438 ;NULL;
21.12.2018;SKU0016;8; 23.600 ;NULL;
22.12.2018;SKU0016;8; 21.473 ;NULL;
23.12.2018;SKU0016;8; 8.348 ;NULL;
24.12.2018;SKU0016;8; 19.252 ;NULL;
25.12.2018;SKU0016;8; 20.598 ;NULL;
26.12.2018;SKU0016;8; 13.491 ;8;
27.12.2018;SKU0016;8; 8.427 ;53;
28.12.2018;SKU0016;8; -   ;521;
29.12.2018;SKU0016;8; 1.440 ;42;
30.12.2018;SKU0016;8; 2.685 ;11;
2.01.2019;SKU0016;8; 7.157 ;NULL;
3.01.2019;SKU0016;8; 7.102 ;6;
4.01.2019;SKU0016;8; 9.352 ;NULL;
5.01.2019;SKU0016;8; 5.036 ;NULL;
6.01.2019;SKU0016;8; 1.071 ;NULL;
7.01.2019;SKU0016;8; 3.818 ;18;
8.01.2019;SKU0016;8; 2.816 ;NULL;
9.01.2019;SKU0016;8; 4.826 ;9;
10.01.2019;SKU0016;8; 2.094 ;6;
13.01.2019;SKU0016;8; 1.803 ;NULL;
14.01.2019;SKU0016;8; 17.338 ;NULL;
15.01.2019;SKU0016;8; 21.284 ;NULL;
16.01.2019;SKU0016;8; 14.075 ;NULL;
17.01.2019;SKU0016;8; 25.293 ;NULL;
18.01.2019;SKU0016;8; 19.300 ;NULL;
19.01.2019;SKU0016;8; 11.271 ;NULL;
20.01.2019;SKU0016;8; 4.811 ;NULL;
21.01.2019;SKU0016;8; 31.488 ;NULL;
22.01.2019;SKU0016;8; 24.231 ;NULL;
23.01.2019;SKU0016;8; 17.594 ;NULL;
24.01.2019;SKU0016;8; 14.343 ;NULL;
25.01.2019;SKU0016;8; 31.064 ;NULL;
26.01.2019;SKU0016;8; 13.397 ;NULL;
27.01.2019;SKU0016;8; 3.036 ;NULL;
28.01.2019;SKU0016;8; 19.598 ;NULL;
29.01.2019;SKU0016;8; 11.440 ;4;
30.01.2019;SKU0016;8; 10.929 ;NULL;
31.01.2019;SKU0016;8; 8.261 ;NULL;
1.02.2019;SKU0016;8; 10.341 ;NULL;
2.02.2019;SKU0016;8; 8.152 ;NULL;
3.02.2019;SKU0016;8; 5.409 ;NULL;
4.02.2019;SKU0016;8; 19.902 ;NULL;
5.02.2019;SKU0016;8; 18.543 ;NULL;
6.02.2019;SKU0016;8; 13.262 ;NULL;
7.02.2019;SKU0016;8; 10.054 ;NULL;
8.02.2019;SKU0016;8; 9.494 ;NULL;
9.02.2019;SKU0016;8; 8.342 ;NULL;
10.02.2019;SKU0016;8; 4.853 ;NULL;
11.02.2019;SKU0016;8; 16.341 ;NULL;
12.02.2019;SKU0016;8; 10.110 ;NULL;
13.02.2019;SKU0016;8; 10.913 ;NULL;
14.02.2019;SKU0016;8; 8.330 ;NULL;
15.02.2019;SKU0016;8; 24.220 ;NULL;
17.02.2019;SKU0016;8; 4.980 ;NULL;
18.02.2019;SKU0016;8; 32.982 ;NULL;
19.02.2019;SKU0016;8; 14.933 ;NULL;
20.02.2019;SKU0016;8; 13.704 ;NULL;
21.02.2019;SKU0016;8; 18.737 ;NULL;
22.02.2019;SKU0016;8; 21.891 ;NULL;
23.02.2019;SKU0016;8; 7.973 ;NULL;
24.02.2019;SKU0016;8; 2.345 ;NULL;
25.02.2019;SKU0016;8; 26.295 ;NULL;
26.02.2019;SKU0016;8; 21.911 ;NULL;
27.02.2019;SKU0016;8; 14.649 ;NULL;
28.02.2019;SKU0016;8; 9.804 ;NULL;
1.03.2019;SKU0016;8; 13.744 ;NULL;
2.03.2019;SKU0016;8; 7.793 ;NULL;
3.03.2019;SKU0016;8; 3.887 ;NULL;
4.03.2019;SKU0016;8; 17.566 ;NULL;
5.03.2019;SKU0016;8; 14.262 ;574;
6.03.2019;SKU0016;8; 8.482 ;NULL;
7.03.2019;SKU0016;8; 9.086 ;NULL;
8.03.2019;SKU0016;8; 13.985 ;NULL;
9.03.2019;SKU0016;8; 5.957 ;NULL;
10.03.2019;SKU0016;8; 2.531 ;NULL;
11.03.2019;SKU0016;8; 13.223 ;NULL;
12.03.2019;SKU0016;8; 11.878 ;NULL;
13.03.2019;SKU0016;8; 8.565 ;NULL;
14.03.2019;SKU0016;8; 7.859 ;NULL;
15.03.2019;SKU0016;8; 20.231 ;NULL;
16.03.2019;SKU0016;8; 12.435 ;NULL;
17.03.2019;SKU0016;8; 6.297 ;NULL;
18.03.2019;SKU0016;8; 35.627 ;8;
19.03.2019;SKU0016;8; 20.080 ;NULL;
20.03.2019;SKU0016;8; 12.077 ;NULL;
21.03.2019;SKU0016;8; 16.047 ;NULL;
22.03.2019;SKU0016;8; 21.671 ;NULL;
24.03.2019;SKU0016;8; 2.547 ;NULL;
25.03.2019;SKU0016;8; 30.884 ;NULL;
26.03.2019;SKU0016;8; 16.398 ;NULL;
27.03.2019;SKU0016;8; 13.509 ;NULL;
28.03.2019;SKU0016;8; 11.294 ;NULL;
29.03.2019;SKU0016;8; 8.750 ;NULL;
30.03.2019;SKU0016;8; 5.901 ;NULL;
31.03.2019;SKU0016;8; 1.370 ;NULL;
1.04.2019;SKU0016;8; 14.123 ;NULL;
2.04.2019;SKU0016;8; 7.977 ;NULL;
3.04.2019;SKU0016;8; 11.843 ;NULL;
4.04.2019;SKU0016;8; 8.204 ;NULL;
5.04.2019;SKU0016;8; 18.812 ;NULL;
6.04.2019;SKU0016;8; 5.333 ;NULL;
7.04.2019;SKU0016;8; 2.232 ;NULL;
8.04.2019;SKU0016;8; 12.112 ;NULL;
9.04.2019;SKU0016;8; 8.147 ;NULL;
10.04.2019;SKU0016;8; 10.497 ;NULL;
11.04.2019;SKU0016;8; 7.604 ;NULL;
12.04.2019;SKU0016;8; 7.616 ;NULL;
13.04.2019;SKU0016;8; 6.996 ;NULL;
14.04.2019;SKU0016;8; 1.862 ;NULL;
15.04.2019;SKU0016;8; 19.602 ;NULL;
16.04.2019;SKU0016;8; 11.046 ;NULL;
17.04.2019;SKU0016;8; 23.938 ;NULL;
18.04.2019;SKU0016;8; 16.253 ;6;
19.04.2019;SKU0016;8; 15.791 ;NULL;
20.04.2019;SKU0016;8;#VALUE!;NULL;
21.04.2019;SKU0016;8; 3.483 ;NULL;
22.04.2019;SKU0016;8; 29.277 ;4;
23.04.2019;SKU0016;8; 11.618 ;NULL;
24.04.2019;SKU0016;8; 20.255 ;NULL;
25.04.2019;SKU0016;8; 16.000 ;NULL;
26.04.2019;SKU0016;8; 23.238 ;NULL;
27.04.2019;SKU0016;8; 5.678 ;NULL;
28.04.2019;SKU0016;8; 1.486 ;NULL;
29.04.2019;SKU0016;8; 12.437 ;NULL;
30.04.2019;SKU0016;8; 8.621 ;NULL;
1.05.2019;SKU0016;8; 8.561 ;NULL;
2.05.2019;SKU0016;8; 12.677 ;NULL;
3.05.2019;SKU0016;8; 14.684 ;NULL;
4.05.2019;SKU0016;8; 12.681 ;NULL;
5.05.2019;SKU0016;8; 10.731 ;NULL;
6.05.2019;SKU0016;8; 13.116 ;NULL;
7.05.2019;SKU0016;8; 8.429 ;NULL;
8.05.2019;SKU0016;8; 6.580 ;NULL;
9.05.2019;SKU0016;8; 11.670 ;NULL;
10.05.2019;SKU0016;8; 14.643 ;NULL;
11.05.2019;SKU0016;8; 6.910 ;NULL;
12.05.2019;SKU0016;8; 5.998 ;NULL;
13.05.2019;SKU0016;8; 17.589 ;NULL;
14.05.2019;SKU0016;8; 9.695 ;NULL;
15.05.2019;SKU0016;8; 19.660 ;NULL;
16.05.2019;SKU0016;8; 15.255 ;NULL;
17.05.2019;SKU0016;8; 17.609 ;NULL;
18.05.2019;SKU0016;8; 9.510 ;63;
19.05.2019;SKU0016;8; 4.581 ;NULL;
20.05.2019;SKU0016;8; 21.468 ;NULL;
21.05.2019;SKU0016;8; 18.916 ;NULL;
22.05.2019;SKU0016;8; 18.119 ;NULL;
23.05.2019;SKU0016;8; 10.866 ;NULL;
24.05.2019;SKU0016;8; 14.069 ;NULL;
25.05.2019;SKU0016;8; 10.632 ;NULL;
26.05.2019;SKU0016;8; 4.020 ;NULL;
27.05.2019;SKU0016;8; 28.702 ;NULL;
28.05.2019;SKU0016;8; 16.368 ;35;
29.05.2019;SKU0016;8; 10.016 ;NULL;
30.05.2019;SKU0016;8; 6.437 ;NULL;
31.05.2019;SKU0016;8; 37.877 ;NULL;
1.06.2019;SKU0016;8; 24.776 ;NULL;
2.06.2019;SKU0016;8; 9.852 ;NULL;
3.06.2019;SKU0016;8; 33.648 ;NULL;
4.06.2019;SKU0016;8; 1.736 ;NULL;
5.06.2019;SKU0016;8; 2.832 ;NULL;
6.06.2019;SKU0016;8; 3.626 ;NULL;
7.06.2019;SKU0016;8; 10.659 ;NULL;
8.06.2019;SKU0016;8; 5.752 ;72;
9.06.2019;SKU0016;8; 2.799 ;58;
10.06.2019;SKU0016;8; 12.501 ;NULL;
11.06.2019;SKU0016;8; 6.836 ;NULL;
12.06.2019;SKU0016;8; 7.870 ;NULL;
13.06.2019;SKU0016;8; 7.684 ;236;
14.06.2019;SKU0016;8; 5.404 ;NULL;
16.06.2019;SKU0016;8; 5.780 ;NULL;
17.06.2019;SKU0016;8; 22.751 ;NULL;
18.06.2019;SKU0016;8; 16.096 ;NULL;
19.06.2019;SKU0016;8; 25.770 ;NULL;
20.06.2019;SKU0016;8; 17.926 ;494;
21.06.2019;SKU0016;8; 29.480 ;NULL;
22.06.2019;SKU0016;8; 10.838 ;NULL;
23.06.2019;SKU0016;8; 2.795 ;NULL;
24.06.2019;SKU0016;8; 18.081 ;NULL;
25.06.2019;SKU0016;8; 14.847 ;7;
26.06.2019;SKU0016;8; 17.445 ;129;
27.06.2019;SKU0016;8; 14.565 ;NULL;
28.06.2019;SKU0016;8; 12.506 ;NULL;
30.06.2019;SKU0016;8; 2.265 ;NULL;
1.07.2019;SKU0016;8; 14.643 ;NULL;
2.07.2019;SKU0016;8; 10.596 ;NULL;
3.07.2019;SKU0016;8; 9.437 ;NULL;
4.07.2019;SKU0016;8; 11.200 ;NULL;
5.07.2019;SKU0016;8; 26.468 ;NULL;
6.07.2019;SKU0016;8; 5.300 ;NULL;
7.07.2019;SKU0016;8; 1.734 ;396;
8.07.2019;SKU0016;8; 13.250 ;8;
9.07.2019;SKU0016;8; 6.954 ;NULL;
10.07.2019;SKU0016;8; 10.803 ;NULL;
11.07.2019;SKU0016;8; 10.079 ;NULL;
12.07.2019;SKU0016;8; 10.076 ;NULL;
15.07.2019;SKU0016;8; 14.951 ;NULL;
16.07.2019;SKU0016;8; 20.794 ;NULL;
17.07.2019;SKU0016;8; 20.076 ;NULL;
18.07.2019;SKU0016;8; 18.585 ;16;
19.07.2019;SKU0016;8; 15.573 ;3;
20.07.2019;SKU0016;8; 12.093 ;NULL;
21.07.2019;SKU0016;8; 2.578 ;NULL;
22.07.2019;SKU0016;8; 29.073 ;NULL;
23.07.2019;SKU0016;8; 12.942 ;NULL;
24.07.2019;SKU0016;8; 12.596 ;NULL;
25.07.2019;SKU0016;8; 18.099 ;NULL;
26.07.2019;SKU0016;8; 21.813 ;NULL;
28.07.2019;SKU0016;8; 1.803 ;NULL;
29.07.2019;SKU0016;8; 12.150 ;NULL;
30.07.2019;SKU0016;8; 9.310 ;NULL;
31.07.2019;SKU0016;8; 7.811 ;NULL;
1.08.2019;SKU0016;8; 13.738 ;NULL;
2.08.2019;SKU0016;8; 13.516 ;NULL;
3.08.2019;SKU0016;8; 13.337 ;NULL;
4.08.2019;SKU0016;8; 3.480 ;NULL;
5.08.2019;SKU0016;8; 26.181 ;NULL;
6.08.2019;SKU0016;8; 12.861 ;NULL;
7.08.2019;SKU0016;8; 12.966 ;NULL;
8.08.2019;SKU0016;8; 38.587 ;NULL;
9.08.2019;SKU0016;8; 57.096 ;NULL;
10.08.2019;SKU0016;8; 39.774 ;NULL;
11.08.2019;SKU0016;8; 8.242 ;NULL;
12.08.2019;SKU0016;8; 4.037 ;NULL;
13.08.2019;SKU0016;8; 3.710 ;NULL;
14.08.2019;SKU0016;8; 3.638 ;NULL;
15.08.2019;SKU0016;8; 7.636 ;4;
16.08.2019;SKU0016;8; 13.935 ;NULL;
17.08.2019;SKU0016;8; 9.014 ;NULL;
18.08.2019;SKU0016;8; 2.310 ;NULL;
19.08.2019;SKU0016;8; 25.431 ;NULL;
20.08.2019;SKU0016;8; 16.259 ;NULL;
21.08.2019;SKU0016;8; 19.840 ;NULL;
24.08.2019;SKU0016;8; 8.049 ;NULL;
25.08.2019;SKU0016;8; 2.939 ;NULL;
26.08.2019;SKU0016;8; 32.603 ;33;
27.08.2019;SKU0016;8; 13.536 ;NULL;
28.08.2019;SKU0016;8; 8.444 ;563;
29.08.2019;SKU0016;8; 8.624 ;NULL;
30.08.2019;SKU0016;8; 5.117 ;NULL;
31.08.2019;SKU0016;8; 3.450 ;NULL;
1.09.2019;SKU0016;8; 6.120 ;NULL;
2.09.2019;SKU0016;8; 22.289 ;NULL;
3.09.2019;SKU0016;8; 17.271 ;NULL;
4.09.2019;SKU0016;8; 19.245 ;NULL;
5.09.2019;SKU0016;8; 18.012 ;NULL;
6.09.2019;SKU0016;8; 12.330 ;NULL;
8.09.2019;SKU0016;8; 2.090 ;NULL;
9.09.2019;SKU0016;8; 19.054 ;NULL;
10.09.2019;SKU0016;8; 18.028 ;NULL;
11.09.2019;SKU0016;8; 15.768 ;NULL;
12.09.2019;SKU0016;8; 12.952 ;NULL;
13.09.2019;SKU0016;8; 16.139 ;NULL;
14.09.2019;SKU0016;8; 4.994 ;NULL;
15.09.2019;SKU0016;8; 6.254 ;NULL;
16.09.2019;SKU0016;8; 27.772 ;NULL;
17.09.2019;SKU0016;8; 22.298 ;NULL;
18.09.2019;SKU0016;8; 17.513 ;NULL;
19.09.2019;SKU0016;8; 14.658 ;14;
20.09.2019;SKU0016;8; 24.015 ;NULL;
22.09.2019;SKU0016;8; 6.300 ;NULL;
23.09.2019;SKU0016;8; 27.087 ;NULL;
24.09.2019;SKU0016;8; 19.338 ;NULL;
25.09.2019;SKU0016;8; 17.624 ;NULL;
26.09.2019;SKU0016;8; 24.911 ;NULL;
27.09.2019;SKU0016;8; 16.186 ;NULL;
29.09.2019;SKU0016;8; 3.797 ;NULL;
30.09.2019;SKU0016;8; 13.496 ;NULL;
1.10.2019;SKU0016;8; 17.724 ;NULL;
2.10.2019;SKU0016;8; 14.028 ;NULL;
3.10.2019;SKU0016;8; 12.165 ;33;
4.10.2019;SKU0016;8; 15.425 ;NULL;
5.10.2019;SKU0016;8; 14.807 ;NULL;
6.10.2019;SKU0016;8; 406 ;NULL;
7.10.2019;SKU0016;8; 13.066 ;NULL;
8.10.2019;SKU0016;8; 8.331 ;NULL;
9.10.2019;SKU0016;8; 13.268 ;NULL;
10.10.2019;SKU0016;8; 11.762 ;NULL;
11.10.2019;SKU0016;8; 12.753 ;NULL;
14.10.2019;SKU0016;8; 336 ;NULL;
15.10.2019;SKU0016;8; 14.172 ;NULL;
16.10.2019;SKU0016;8; 3.732 ;NULL;
17.10.2019;SKU0016;8; 18.830 ;NULL;
18.10.2019;SKU0016;8; 11.584 ;16;
20.10.2019;SKU0016;8; 3.516 ;NULL;
21.10.2019;SKU0016;8; 36.162 ;NULL;
22.10.2019;SKU0016;8; 22.338 ;NULL;
23.10.2019;SKU0016;8; 12.244 ;NULL;
24.10.2019;SKU0016;8; 13.224 ;NULL;
27.10.2019;SKU0016;8; 2.835 ;NULL;
28.10.2019;SKU0016;8; 17.582 ;NULL;
29.10.2019;SKU0016;8; 5.546 ;NULL;
30.10.2019;SKU0016;8; 9.825 ;NULL;
31.10.2019;SKU0016;8; 6.160 ;NULL;
1.11.2019;SKU0016;8; 17.808 ;NULL;
2.11.2019;SKU0016;8; 13.055 ;NULL;
3.11.2019;SKU0016;8; 5.753 ;NULL;
4.11.2019;SKU0016;8; 28.358 ;NULL;
5.11.2019;SKU0016;8; 22.060 ;NULL;
6.11.2019;SKU0016;8; 11.687 ;NULL;
7.11.2019;SKU0016;8; 9.627 ;NULL;
8.11.2019;SKU0016;8; 9.797 ;NULL;
10.11.2019;SKU0016;8; 2.199 ;NULL;
11.11.2019;SKU0016;8; 13.260 ;NULL;
12.11.2019;SKU0016;8; 9.189 ;NULL;
13.11.2019;SKU0016;8; 6.338 ;NULL;
14.11.2019;SKU0016;8; 17.937 ;NULL;
15.11.2019;SKU0016;8; 23.024 ;NULL;
16.11.2019;SKU0016;8; 12.760 ;NULL;
17.11.2019;SKU0016;8; 4.454 ;NULL;
18.11.2019;SKU0016;8; 37.130 ;2;
19.11.2019;SKU0016;8; 21.029 ;NULL;
20.11.2019;SKU0016;8; 17.771 ;NULL;
21.11.2019;SKU0016;8; 18.388 ;NULL;
22.11.2019;SKU0016;8; 22.426 ;NULL;
23.11.2019;SKU0016;8; 11.542 ;NULL;
24.11.2019;SKU0016;8; 3.128 ;NULL;
25.11.2019;SKU0016;8; 31.971 ;NULL;
26.11.2019;SKU0016;8; 24.786 ;NULL;
27.11.2019;SKU0016;8; 17.789 ;NULL;
28.11.2019;SKU0016;8; 9.965 ;NULL;
29.11.2019;SKU0016;8; 11.018 ;NULL;
30.11.2019;SKU0016;8; 6.351 ;NULL;
